module,type,name,res_id,src,value,comments
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,Tip: Click on an avatar to chat with a user,Tip: Click on an avatar to chat with a user,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_1,"Have a question about a document? Click on the responsible user's picture to start a conversation. If his avatar has a green dot, he is online.","Have a question about a document? Click on the responsible user's picture to start a conversation. If his avatar has a green dot, he is online.",
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_2,Tip: A calculator in Odoo,Tip: A calculator in Odoo,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,Tip: A calculator in Odoo,Tip: A calculator in Odoo,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_2,"When editing a number, you can use formulae by typing the `=` character. This is useful when computing a margin or a discount on a quotation, sale order or invoice.","When editing a number, you can use formulae by typing the `=` character. This is useful when computing a margin or a discount on a quotation, sale order or invoice.",
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,Tip: How to ping users in internal notes?,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,"Type ""@"" to notify someone in a message, or ""#"" to link to a channel. Try to notify @OdooBot to test the feature.","Type ""@"" to notify someone in a message, or ""#"" to link to a channel. Try to notify @OdooBot to test the feature.",
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_3,Tip: How to ping users in internal notes?,Tip: How to ping users in internal notes?,
web_unsplash,model,"digest.tip,name",digest.digest_tip_digest_4,Tip: Knowledge is power,Tip: Knowledge is power,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,Tip: Knowledge is power,Tip: Knowledge is power,
web_unsplash,model_terms,"digest.tip,tip_description",digest.digest_tip_digest_4,"When following documents, use the pencil icon to fine-tune the information you want to receive.
Follow a project / sales team to keep track of this project's tasks / this team's opportunities.","When following documents, use the pencil icon to fine-tune the information you want to receive.
Follow a project / sales team to keep track of this project's tasks / this team's opportunities.",
web_unsplash,model,"ir.actions.act_window,name",account.account_automatic_entry_wizard_action,Create Automatic Entries for selected Journal Items,Crear entradas automáticas para elementos de diario seleccionados,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action,Send receipt by email,Enviar recibo por correo electrónico,
web_unsplash,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action_multi,Send receipts by email,Enviar ingresos por mail,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_chart_template_form,Chart of Accounts Templates,Plantillas para el plan contable,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_config,Settings,Ajustes,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_fiscal_position_form,Fiscal Positions,Posiciones fiscales,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_fiscal_position_form,Create a new fiscal position,Crear una nueva posición fiscal,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_form,Chart of Accounts,Plan contable,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,Add a new account,Crear nueva cuenta bancaria,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_form,"An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.",Una cuenta es la parte de un libro contable que permite a tu compañía registrar todo tipo de transacciones de débito y crédito. Las compañías presentan sus cuentas anuales principalmente en dos partes: el balance y el estado de pérdidas y ganancias (cuenta de resultados). Las cuentas anuales son requeridas por ley a las compañías para revelar cierta cantidad de información sobre las mismas.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all,Invoices Analysis,Análisis de facturas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all,"From this report, you can have an overview of the amount invoiced to your customers. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.","Con este informe puede obtener una vista general de la cantidad facturada a sus clientes. Puede utilizar la herramienta de búsqueda para personalizar sus Informes de facturas y el resto, ajustando el análisis a sus necesidades.",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_invoice_report_all_supp,Invoices Analysis,Análisis de facturas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_invoice_report_all_supp,"From this report, you can have an overview of the amount invoiced from your vendors. The search tool can also be used to personalise your Invoices reports and so, match this analysis to your needs.","Con este informe puede obtener una vista general de la cantidad facturada por sus proveedores. Puede utilizar la herramienta de búsqueda para personalizar sus Informes de facturas y el resto, ajustando el análisis a sus necesidades. ",
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_form,Journals,Diarios contables,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.",Un diario se usa para anotar transacciones de los datos contables asociados a los negocios diarios.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,Add a journal,Añadir un diario,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_journal_group_list,Journal Groups,Grupos de Diarios,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Add a journal group,Agregar un grupo de diario,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_journal_group_list,Journal group are used in reporting to display relevant data together.,Los grupos de diarios se utilizan en la gestión de informes para visualizar juntos los datos relevantes.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all,Journal Items,Apuntes contables,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_a,Journal Items,Apuntes contables,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_all_tree,Journal Items,Apuntes contables,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_bank_cash,Bank and Cash,Banco y caja,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_misc,Miscellaneous,Varios,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_purchase,Purchases,Compras,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_journal_sales,Sales,Ventas,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_general,General Ledger,Libro mayor,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_moves_ledger_partner,Partner Ledger,Libro mayor de empresa,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments,Payments,Pagos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Register a payment,Registrar un pago,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Los pagos se utilizan para registrar movimientos de liquidez. Puede procesar esos pagos por sus propios medios o utilizando las instalaciones instaladas.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_payable,Payments,Pagos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Register a payment,Registrar un pago,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_payable,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Los pagos se utilizan para registrar movimientos de liquidez. Puede procesar esos pagos por sus propios medios o utilizando las instalaciones instaladas.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_payments_transfer,Internal Transfers,Transferencias internas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Register a payment,Registrar un pago,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_payments_transfer,Payments are used to register liquidity movements. You can process those payments by your own means or by using installed facilities.,Los pagos se utilizan para registrar movimientos de liquidez. Puede procesar esos pagos por sus propios medios o utilizando las instalaciones instaladas.,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_reconcile_model,Reconciliation Models,Modelos de conciliación,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,"Those can be used to quickly create a journal items when reconciling
                a bank statement or an account.","Aquellos que pueden usarse para crear rápidamente apuntes de diario al reconciliar
un extracto bancario o una cuenta.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_reconcile_model,Create a new reconciliation model,Crear un nuevo modelo de conciliación,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_resequence,Resequence,Resecuenciación,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_tax_template_form,Tax Templates,Plantillas de impuestos,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,Tipos de cuentas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,Define a new account type,Definir un nuevo tipo de cuenta,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_account_type_form,"An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).",Los tipos de cuenta se utilizan para determinar la forma en que se usa una cuenta en cada diario. El método diferido de un tipo de cuenta determina el proceso de cierre anual. Informes como el Balance y el Informe de pérdidas y ganancias utilizan esta categoría (pérdidas/ganancias o balance).,
web_unsplash,model,"ir.actions.act_window,name",account.action_account_unreconcile,Unreconcile,Romper conciliación,
web_unsplash,model,"ir.actions.act_window,name",account.action_analytic_default_list,Analytic Defaults Rules,Reglas analíticas por defecto,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_line,Bank Statement Lines,Líneas de extracto bancario,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoice(s).","Odoo le permite conciliar una línea del extracto directamente con
                la (s) factura (s) de compra o venta relacionada.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account,Una línea de extracto bancario es una transacción financiera de una cuenta bancaria,
web_unsplash,model,"ir.actions.act_window,name",account.action_bank_statement_tree,Bank Statements,Extractos bancarios,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,Register a bank statement,Registrar un extracto bancario,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",Un extracto bancario es un resúmen de todas las transacciones financieras en una cuenta bancaria durante un período dado de tiempo. Debería recibirlo de su banco periódicamente.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"Odoo allows you to reconcile a statement line directly with
                the related sale or purchase invoices.","Odoo le permite conciliar una línea de un extracto directamente con 
las facturas de venta o compra relacionadas.",
web_unsplash,model,"ir.actions.act_window,name",account.action_cash_box_out,Take Money In/Out,Tomar dinero dentro / fuera,
web_unsplash,model,"ir.actions.act_window,name",account.action_configure_tax_report,Tax Reports,Reportes de Impuestos,
web_unsplash,model,"ir.actions.act_window,name",account.action_incoterms_tree,Incoterms,Incoterms,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Incoterms are used to divide transaction costs and responsibilities between buyer and seller.,Los términos de comercio internacional (Incoterms) son usados para dividir los costos de transacción y las responsabilidades entre comprador y vendedor. ,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_incoterms_tree,Create a new incoterm,Crear un nuevo incoterm,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_invoice_type,Bills,Facturas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,Create a vendor bill,Crear una factura de proveedor,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_invoice_type,"Create invoices, register payments and keep track of the discussions with your vendors.","Cree facturas, registre pagos y realice un seguimiento de las conversaciones con sus proveedores.",
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_receipt_type,Receipts,Recepciones,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,"When the purchase receipt is confirmed, you can record the
                vendor payment related to this purchase receipt.","Cuando una recibo de compra es confirmada, usted puede registrar
el pago al proveedor relacionado con este recibo de compra",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_receipt_type,Register a new purchase receipt,Registrar un nuevo recibo de compra,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_in_refund_type,Refunds,Facturas rectificativas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Note that the easiest way to create a vendor credit note it to do it directly from the vendor bill.,Tenga en cuenta que la forma más sencilla de crear una factura rectificativa de proveedor es crearlo directamente desde la factura del proveedor. ,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_in_refund_type,Create a vendor credit note,Crear una factura rectificativa de proveedor,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_journal_line,Journal Entries,Asientos contables,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.","Un asiento contable está compuesto de entradas de diario, cada una de las cuales es una transacción de débito o crédito.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,Create a journal entry,Crear asiento contable,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_form,Entries,Asientos,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_line_select,Journal Items,Apuntes contables,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_invoice_type,Invoices,Facturas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,"Create invoices, register payments and keep track of the discussions with your customers.","Crear facturas, registrar pagos y mantener el rastro de todas las conversaciones con sus clientes.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_invoice_type,Create a customer invoice,Crea una factura de cliente,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_receipt_type,Receipts,Recepciones,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,"When the sale receipt is confirmed, you can record the customer
                payment related to this sales receipt.","Cuando el recibo de venta es confirmado, usted puede registrar el pago
del cliente relacionado con este recibo de venta.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_receipt_type,Create a new sales receipt,Crear un nuevo recibo de venta,
web_unsplash,model,"ir.actions.act_window,name",account.action_move_out_refund_type,Credit Notes,Facturas rectificativas,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,Create a credit note,Crear una factura rectificativa,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_move_out_refund_type,"Note that the easiest way to create a credit note is to do it directly
                from the customer invoice.",Tenga en cuenta que la manera más sencilla para crear una factura rectificativa es crearla directamente desde la factura de cliente. ,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_create_invoice,Create first invoice,Crear primera factura,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_account_onboarding_sale_tax,Sales tax,Impuesto de venta,
web_unsplash,model,"ir.actions.act_window,name",account.action_open_settings,Settings,Ajustes,
web_unsplash,model,"ir.actions.act_window,name",account.action_payment_term_form,Payment Terms,Plazos de pago,
web_unsplash,model,"ir.actions.act_window,name",account.action_tax_form,Taxes,Impuestos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_tax_form,Create a new tax,Crea un nuevo impuesto,
web_unsplash,model,"ir.actions.act_window,name",account.action_validate_account_move,Post entries,Validar asientos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_validate_account_move,"This wizard will validate all journal entries selected. Once journal entries are validated, you can not update them anymore.",Este asistente validará todos los asientos seleccionados. Una vez validados los asientos no podrá modificarlos.,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_bnk_stmt_check,Check Closing Balance,Comprobación saldo de cierre,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_account_move_reversal,Reverse,Invertir,
web_unsplash,model,"ir.actions.act_window,name",account.action_view_bank_statement_tree,Cash Registers,Registros de caja,
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.","Un registro de caja le permite gestionar entradas de dinero en sus diarios de efectivo. Esta característica proporciona una manera fácil de comprobar los pagos al contado a diario. Puede indicar las monedas que hay en su caja y, posteriormente, anotar las entradas y salidas de la misma.",
web_unsplash,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,Create a new cash log,Crear un nuevo registro de efectivo,
web_unsplash,model,"ir.actions.act_window,name",account.analytic_rule_action_user,Analytic Rules,Reglas analíticas,
web_unsplash,model,"ir.actions.act_window,name",account.invoice_send,Send & print,Enviar e imprimir,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_charts_modules,Chart Templates,Plantillas de plan,
web_unsplash,model,"ir.actions.act_window,name",account.open_account_journal_dashboard_kanban,Accounting Dashboard,Panel de control contable,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,"If you have not installed a chart of account, please install one first.<br>","Si no ha instalado un plan contable, por favor instale uno primero.<br>",
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,This is the accounting dashboard,Éste es el tablero contable,
web_unsplash,model_terms,"ir.actions.act_window,help",account.open_account_journal_dashboard_kanban,Browse available countries.,Ver los países disponibles.,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_purchasable,Products,Productos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_purchasable,Create a new purchasable product,Crear un nuevo producto comprable,
web_unsplash,model,"ir.actions.act_window,name",account.product_product_action_sellable,Products,Productos,
web_unsplash,model_terms,"ir.actions.act_window,help",account.product_product_action_sellable,Create a new sellable product,Crear un nuevo producto vendible,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_customer,Customers,Clientes,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Odoo helps you easily track all activities related to a customer.,Odoo le ayuda a rastrear fácilmente todas las actividades relacionadas con un cliente.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_customer,Create a new customer in your address book,Cree un nuevo cliente en su libro de direcciones,
web_unsplash,model,"ir.actions.act_window,name",account.res_partner_action_supplier,Vendors,Proveedores,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Odoo helps you easily track all activities related to a supplier.,Odoo le ayuda a monitorear todas las actividades relacionadas a un proveedor.,
web_unsplash,model_terms,"ir.actions.act_window,help",account.res_partner_action_supplier,Create a new supplier in your address book,Crear un nuevo proveedor en su libreta de direcciones,
web_unsplash,model,"ir.actions.act_window,name",account.rounding_list_action,Cash Roundings,Redondeos de Efectivo,
web_unsplash,model_terms,"ir.actions.act_window,help",account.rounding_list_action,Create the first cash rounding,Crea el primer redondeo de efectivo,
web_unsplash,model,"ir.actions.act_window,name",account.tax_adjustments_form,Tax Adjustments,Ajustes de Impuesto,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_edi_documents,Electronic invoicing,Facturación Electrónica,
web_unsplash,model,"ir.actions.act_window,name",account_edi.action_open_payment_edi_documents,Electronic invoicing,Facturación Electrónica,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_group_action,Analytic Account Groups,Grupos de cuentas analíticas,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,Click to add a new analytic account group.,Haga clic para agregar un nuevo grupo de cuentas analíticas.,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_group_action,This allows you to classify your analytic accounts.,This allows you to classify your analytic accounts.,
web_unsplash,model,"ir.actions.act_window,name",analytic.account_analytic_line_action,Costs & Revenues,Costes e ingresos,
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"Costs will be created automatically when you register supplier
                invoices, expenses or timesheets.","Los costes se crearán automáticamente cuando registre las facturas de proveedor, gastos o partes de horas.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,"In Odoo, sales orders and projects are implemented using
                analytic accounts. You can track costs and revenues to analyse
                your margins easily.","En Odoo, los pedidos de venta y los proyectos se implementan usando cuentas analíticas. Puede realizar seguimiento de los costes e ingresos para analizar sus márgenes fácilmente.",
web_unsplash,model_terms,"ir.actions.act_window,help",analytic.account_analytic_line_action,No activity yet on this account,Sin actividad aún en esta cuenta,
